image_id,station_id,longitude,latitude,pm25,filename,quality,pm25_bin,year,month,day,hour
902655250580789,38,-83.05365264415741,42.325142314761024,43.0,902655250580789.jpg,good,0–50,2018,12,15,0
463768964654112,5576,139.85027074813843,35.74551958439274,22.0,463768964654112.jpg,good,0–50,2021,6,28,0
132624675712458,3828,1.433313488960266,43.59114641598916,50.0,132624675712458.jpg,good,0–50,2021,8,11,0
1184941548596349,2652,10.791428089141846,59.94130687782595,14.0,1184941548596349.jpg,good,0–50,2019,5,25,0
1781482472641223,13852,13.389694690704346,52.51480080706816,19.0,1781482472641223.jpg,good,0–50,2025,1,7,0
131844202973387,11981,168.32943499088287,-46.13652310472645,27.0,131844202973387.jpg,good,0–50,2022,10,26,0
897032867811119,39,-83.05796563625336,42.28712761177073,16.0,897032867811119.jpg,good,0–50,2018,9,10,0
2936259636585652,7388,-72.90278971195221,41.29721508945804,24.0,2936259636585652.jpg,good,0–50,2017,7,8,0
1187453518380618,1950,137.1343731880188,36.65721784747805,42.0,1187453518380618.jpg,good,0–50,2017,11,28,0
1122241394944499,4904,-4.250437617301941,55.86905676612509,17.0,1122241394944499.jpg,good,0–50,2019,12,15,0
290134389410701,2747,14.123970866203308,50.53512030630543,32.0,290134389410701.jpg,good,0–50,2019,7,22,0
2926076554378969,7662,6.066057085990906,49.32535624559091,33.0,2926076554378969.jpg,good,0–50,2020,8,4,0
1047393145789526,6737,-3.017211556434632,43.35935751280206,29.0,1047393145789526.jpg,good,0–50,2017,12,26,0
168784068608118,6000,-4.308405518531799,55.86820796491514,20.0,168784068608118.jpg,good,0–50,2021,5,8,0
491031316645115,9580,-3.2806795835494995,55.94448675255089,17.0,491031316645115.jpg,good,0–50,2024,6,28,0
223093732584814,4572,4.482266306877136,51.913200194569896,40.0,223093732584814.jpg,good,0–50,2019,7,18,0
2622639704695213,4227,-123.0038684606552,49.30797293022158,21.0,2622639704695213.jpg,good,0–50,2018,2,5,0
211147278382026,13850,13.614506721496582,52.324078161502655,38.0,211147278382026.jpg,good,0–50,2023,9,6,0
312114450732164,2460,136.83945894241333,34.32817593618648,37.0,312114450732164.jpg,good,0–50,2021,11,1,0
1621982408492167,13401,-8.185940980911255,53.62994692943704,24.0,1621982408492167.jpg,good,0–50,2025,5,3,0
217123230219516,10700,-71.67923033237457,-35.43570373498033,22.0,217123230219516.jpg,good,0–50,2019,9,1,0
912268542953261,8348,-21.982532143592834,64.05636510794596,15.0,912268542953261.jpg,good,0–50,2019,7,13,0
2964196587223901,2420,139.66780543327332,35.75309059931885,37.0,2964196587223901.jpg,good,0–50,2020,5,9,0
4153916661295715,5599,138.14168751239777,36.5698642236774,31.0,4153916661295715.jpg,good,0–50,2018,9,19,0
750697016387049,2103,130.779270529747,32.208021696493574,42.0,750697016387049.jpg,good,0–50,2021,12,30,0
475365480419388,3900,-122.40752756595612,37.76490515988178,15.0,475365480419388.jpg,good,0–50,2020,1,13,0
295559795398073,2346,139.58175480365753,35.5772044861496,26.0,295559795398073.jpg,good,0–50,2017,11,19,0
332039575037279,8743,37.872528433799744,40.98705369955508,22.0,332039575037279.jpg,good,0–50,2020,2,4,0
1129828124185482,4465,-110.39935290813446,40.16344033954812,47.0,1129828124185482.jpg,good,0–50,2021,2,1,0
4000202110093467,5054,-0.5804353952407837,44.86408975823727,14.0,4000202110093467.jpg,good,0–50,2020,7,12,0
737179466977642,9124,9.586510062217712,45.51684633491689,50.0,737179466977642.jpg,good,0–50,2020,7,9,0
1055938932973916,1986,135.47279298305511,34.58581136537714,38.0,1055938932973916.jpg,good,0–50,2024,12,16,0
180856600506550,6384,6.447451114654541,48.17793771575998,44.0,180856600506550.jpg,good,0–50,2020,8,6,0
991298988910870,6321,-108.54523301124571,39.06825922325916,17.0,991298988910870.jpg,good,0–50,2023,4,24,0
169487331750411,7611,-147.7236270904541,64.84334177890926,9.0,169487331750411.jpg,good,0–50,2017,7,3,0
1106824981208889,10541,2.012343406677246,41.546648956829415,17.0,1106824981208889.jpg,good,0–50,2025,4,17,0
238932774328796,1840,100.5587089061737,13.624169439634812,39.0,238932774328796.jpg,good,0–50,2021,6,20,0
2090004004767823,1937,136.96546375751495,35.23858721467836,43.0,2090004004767823.jpg,good,0–50,2025,1,14,0
397894487877447,3702,139.56256091594696,35.30525381110577,34.0,397894487877447.jpg,good,0–50,2020,9,18,0
141120858414802,7929,-95.95515310764311,41.13398306864897,29.0,141120858414802.jpg,good,0–50,2022,3,19,0
136928685148266,8214,141.12803757190704,38.53150344637797,19.0,136928685148266.jpg,good,0–50,2019,12,21,0
170001688379798,3292,147.5188511610031,-41.1593070497257,40.0,170001688379798.jpg,good,0–50,2019,4,12,0
2901864713358780,11222,8.463276028633118,49.49385228656996,42.0,2901864713358780.jpg,good,0–50,2021,2,20,0
475284153801684,7929,-95.97063481807707,41.14011601312549,27.0,475284153801684.jpg,good,0–50,2020,7,2,0
222112109934729,1943,136.7969137430191,35.07706775399052,47.0,222112109934729.jpg,good,0–50,2021,7,19,0
199445782498923,95,-121.12954616546632,44.62769869027935,50.0,199445782498923.jpg,good,0–50,2020,10,2,0
584897429139310,7086,109.6136909723282,18.22333891240997,38.0,584897429139310.jpg,good,0–50,2021,3,1,0
1673849126149654,5284,4.484632015228272,51.89535747760368,45.0,1673849126149654.jpg,good,0–50,2020,9,20,0
817074129179788,205,-97.18619585037231,33.21932048743575,20.0,817074129179788.jpg,good,0–50,2021,6,29,0
4156371834414028,10164,-100.51990270614624,21.301424865736323,5.0,4156371834414028.jpg,good,0–50,2018,12,6,0
175791254456470,6608,140.52683115005493,36.38646122924999,34.0,175791254456470.jpg,good,0–50,2019,8,12,0
595135666516267,8372,-8.385695815086365,41.26301737507484,18.0,595135666516267.jpg,good,0–50,2024,7,28,0
415357546616830,8047,-4.067258834838867,55.81819530831152,26.0,415357546616830.jpg,good,0–50,2021,9,7,0
560066351642246,1906,140.16033411026,36.66192568038724,20.0,560066351642246.jpg,good,0–50,2020,3,12,0
610863780463549,3796,142.33337938785553,43.79382422021709,43.0,610863780463549.jpg,good,0–50,2022,7,3,0
978616049680882,2425,139.5299345254898,35.70023955865943,27.0,978616049680882.jpg,good,0–50,2022,1,25,0
466612351298138,2289,139.7193306684494,35.71180045317841,28.0,466612351298138.jpg,good,0–50,2019,1,2,0
466783541076069,2137,139.07276809215546,35.97807997978303,39.0,466783541076069.jpg,good,0–50,2017,8,27,0
1206652819785503,8775,39.58895444869995,41.01326412768333,48.0,1206652819785503.jpg,good,0–50,2019,3,31,0
1333326207723764,2718,14.086323380470276,50.1757163031258,21.0,1333326207723764.jpg,good,0–50,2025,4,19,0
877266979838806,7492,-97.11931765079498,44.90147228441654,39.0,877266979838806.jpg,good,0–50,2017,8,31,0
397187539212742,9585,76.94628953933716,8.513867299048911,33.0,397187539212742.jpg,good,0–50,2022,5,28,0
748755592464359,6627,12.79682993888855,47.330613640069856,14.0,748755592464359.jpg,good,0–50,2019,5,17,0
2381642591980021,1950,137.15242981910706,36.65821624194773,42.0,2381642591980021.jpg,good,0–50,2017,11,28,0
2947052642092699,6732,-2.9433542490005493,43.262643724629726,34.0,2947052642092699.jpg,good,0–50,2023,5,17,0
3073405869576390,13335,116.22078716754912,40.04117678124223,44.0,3073405869576390.jpg,good,0–50,2021,5,4,0
495387274990915,2108,130.66960036754608,32.67756031710873,46.0,495387274990915.jpg,good,0–50,2019,9,16,0
6654998737919891,3886,137.51596570014954,34.91089056690842,38.0,6654998737919891.jpg,good,0–50,2023,10,14,0
800317580591248,1921,137.7997487783432,35.50707262260336,25.0,800317580591248.jpg,good,0–50,2016,8,21,0
133683315462916,8882,-81.14695608615875,34.0459034434771,38.0,133683315462916.jpg,good,0–50,2018,4,30,0
3173971439547143,4390,134.8749715089798,34.74336249806778,30.0,3173971439547143.jpg,good,0–50,2022,1,22,0
152913620171815,5933,-89.43489074707031,43.07367254651791,26.0,152913620171815.jpg,good,0–50,2016,9,3,0
288348726560652,8387,-0.0444388389587402,40.01476016998356,7.0,288348726560652.jpg,good,0–50,2022,2,15,0
1210748719818205,2403,131.5992969274521,33.23842729457499,17.0,1210748719818205.jpg,good,0–50,2022,1,1,0
522210589149649,5277,-115.10616302490234,36.16762767903572,35.0,522210589149649.jpg,good,0–50,2018,8,22,0
367079095389025,10695,-72.94033527374268,-36.98128785547092,48.0,367079095389025.jpg,good,0–50,2022,4,26,0
642950544488195,14162,19.61269319057465,49.08285077661742,31.0,642950544488195.jpg,good,0–50,2023,9,6,0
751223768896391,2528,135.2843463420868,34.71702483876793,35.0,751223768896391.jpg,good,0–50,2020,9,22,0
757878652755675,4208,-126.64804100990295,54.39960138517896,32.0,757878652755675.jpg,good,0–50,2023,7,29,0
160543519362534,4140,26.404545307159424,40.13707114493761,30.0,160543519362534.jpg,good,0–50,2019,8,17,0
973518520086537,7955,0.0126010179519653,51.49126055020562,27.0,973518520086537.jpg,good,0–50,2019,9,7,0
747522057228237,8356,-122.23404228687286,40.16228426232087,13.0,747522057228237.jpg,good,0–50,2016,4,27,0
796076115738753,2677,18.64629328250885,54.35203573450369,40.0,796076115738753.jpg,good,0–50,2024,4,18,0
1256775281933811,9320,18.643493056297302,44.52924249226123,25.0,1256775281933811.jpg,good,0–50,2023,4,26,0
978870809605394,10033,13.4869784116745,52.64375349418182,30.0,978870809605394.jpg,good,0–50,2021,6,26,0
911635724250421,12633,19.74868655204773,43.03060399098342,43.0,911635724250421.jpg,good,0–50,2024,9,15,0
463307231615933,6933,131.5903598070145,32.98394506614886,41.0,463307231615933.jpg,good,0–50,2019,1,6,0
1290487248185979,8884,-86.81335866451263,33.56898186573292,14.0,1290487248185979.jpg,good,0–50,2022,11,27,0
860851366109805,2459,137.56716907024384,34.7962769431678,26.0,860851366109805.jpg,good,0–50,2024,7,30,0
485524332745571,2082,133.59293460845947,33.98980360810748,36.0,485524332745571.jpg,good,0–50,2020,12,30,0
524009438962559,2497,139.61894631385803,36.29216930604865,37.0,524009438962559.jpg,good,0–50,2018,8,19,0
481447549623393,2763,15.826959013938904,50.1836208784089,48.0,481447549623393.jpg,good,0–50,2020,7,25,0
1198032097295033,6292,-82.53999352455139,27.8910387688606,35.0,1198032097295033.jpg,good,0–50,2018,8,12,0
1711323309054947,3375,19.071605801582336,47.52227984300177,26.0,1711323309054947.jpg,good,0–50,2020,10,30,0
503376757369743,5589,136.6497302055359,36.56258711117822,42.0,503376757369743.jpg,good,0–50,2020,11,15,0
769019377148406,270,-116.94664657115936,32.80293116020272,33.0,769019377148406.jpg,good,0–50,2019,9,20,0
203821428843461,6686,1.198958158493042,41.12647569344784,29.0,203821428843461.jpg,good,0–50,2023,1,28,0
684364857055305,3170,-2.6746022701263428,51.64111624813208,36.0,684364857055305.jpg,good,0–50,2023,6,1,0
4335192113180660,8203,140.8306986093521,38.30256685597507,35.0,4335192113180660.jpg,good,0–50,2020,11,17,0
1144201559415467,8056,-3.29915463924408,51.73485591949844,47.0,1144201559415467.jpg,good,0–50,2019,5,1,0
1265887737633556,9320,18.650928139686584,44.530978677729934,25.0,1265887737633556.jpg,good,0–50,2023,4,26,0
364410218938196,13070,-84.55533027648926,42.75230256535718,39.0,364410218938196.jpg,good,0–50,2022,4,2,0
513683336662124,5736,-52.71166205406189,47.559032829830045,35.0,513683336662124.jpg,good,0–50,2015,6,9,0
172940774638090,7704,139.0382158756256,37.91140855871417,34.0,172940774638090.jpg,good,0–50,2019,9,15,0
4325524440799873,10513,-9.107585549354551,38.767933126432325,39.0,4325524440799873.jpg,good,0–50,2018,5,16,0
1253930935234240,5920,-71.06863617897034,48.42142594121054,27.0,1253930935234240.jpg,good,0–50,2023,5,19,0
2857768951056363,4469,-111.86878502368928,40.74164831951293,22.0,2857768951056363.jpg,good,0–50,2024,11,17,0
608723506754049,7441,-78.96386325359344,35.042795585281795,25.0,608723506754049.jpg,good,0–50,2019,1,24,0
159302656144571,184,-97.08076357841492,32.647848888637384,13.0,159302656144571.jpg,good,0–50,2018,4,1,0
415480904474773,3231,-3.675125241279602,40.443440221183295,21.0,415480904474773.jpg,good,0–50,2024,9,7,0
818745582586880,12711,10.58704912662506,59.91791395994923,33.0,818745582586880.jpg,good,0–50,2022,8,13,0
1279760207113439,13851,13.444100618362429,52.487510481959504,43.0,1279760207113439.jpg,good,0–50,2025,5,31,0
1536748686472073,3558,-74.21474933624268,40.64325769577982,39.0,1536748686472073.jpg,good,0–50,2018,7,26,0
345100956954210,6461,-123.1357043981552,44.06374085652004,5.0,345100956954210.jpg,good,0–50,2018,12,29,0
936728800202092,2763,15.83805799484253,50.18835406567993,48.0,936728800202092.jpg,good,0–50,2020,7,25,0
186708103331330,10876,0.003942847251892,51.48492399887306,34.0,186708103331330.jpg,good,0–50,2019,12,18,0
379813534561864,2289,139.7174370288849,35.72447891840518,30.0,379813534561864.jpg,good,0–50,2023,11,29,0
3672527079683603,1872,141.35014593601227,43.14720754087111,18.0,3672527079683603.jpg,good,0–50,2023,10,9,0
296104265386954,5931,-88.62018585205078,43.45928954171788,39.0,296104265386954.jpg,good,0–50,2018,12,23,0
493820058493350,2017,135.2074259519577,34.66214026936275,29.0,493820058493350.jpg,good,0–50,2019,10,6,0
767008487331368,4697,139.77888107299805,37.205059995199605,33.0,767008487331368.jpg,good,0–50,2019,10,9,0
296390612133592,7450,-83.54228138923645,41.649442749811925,26.0,296390612133592.jpg,good,0–50,2020,1,30,0
518096765862970,7339,-89.68592405319214,47.96110229011487,23.0,518096765862970.jpg,good,0–50,2018,7,8,0
228238345306511,8266,6.296973824501038,49.713508974001655,39.0,228238345306511.jpg,good,0–50,2019,8,24,0
2653600484930355,5133,153.13699543476105,-27.620140195903858,33.0,2653600484930355.jpg,good,0–50,2017,11,5,0
2966533163672048,9284,-122.16755032539368,47.59740600484352,27.0,2966533163672048.jpg,good,0–50,2018,7,26,0
308843037473471,5590,135.154709815979,34.23379832613084,43.0,308843037473471.jpg,good,0–50,2018,12,27,0
940958506461643,2165,140.10420083999634,35.505513634382055,36.0,940958506461643.jpg,good,0–50,2021,2,8,0
1141900736294017,11436,-73.64590644836426,43.01328102249522,24.0,1141900736294017.jpg,good,0–50,2019,7,18,0
306331894541181,12529,23.655935525894165,37.938473501070405,35.0,306331894541181.jpg,good,0–50,2021,12,1,0
658611505851698,3189,-0.124819278717041,51.519201681184654,26.0,658611505851698.jpg,good,0–50,2022,9,12,0
527114231797880,8808,133.99531960487366,35.07596143339741,15.0,527114231797880.jpg,good,0–50,2018,9,1,0
299390678397208,5957,-111.9608598947525,33.40924226646938,22.0,299390678397208.jpg,good,0–50,2017,1,28,0
977648779640526,6320,-105.0739985704422,40.5670812985652,20.0,977648779640526.jpg,good,0–50,2018,10,5,0
503025354172506,8610,3.1476259231567383,45.776443330234656,37.0,503025354172506.jpg,good,0–50,2018,11,8,0
557152592506971,9414,12.193644046783447,44.41888106819317,21.0,557152592506971.jpg,good,0–50,2022,5,29,0
4317777094920062,1648,121.52165830135344,25.1804373443008,20.0,4317777094920062.jpg,good,0–50,2020,7,18,0
324227059088786,5890,-79.90618228912354,40.14676960538972,21.0,324227059088786.jpg,good,0–50,2017,12,7,0
1486121171734490,3684,100.65121293067932,13.789597345650732,34.0,1486121171734490.jpg,good,0–50,2019,8,4,0
148007807297696,8047,-4.070557951927185,55.82135971275352,14.0,148007807297696.jpg,good,0–50,2018,6,16,0
287285586131329,2419,139.7389590740204,35.733519422117865,43.0,287285586131329.jpg,good,0–50,2021,9,10,0
888566135424436,9333,-5.688611268997192,43.52717931874426,47.0,888566135424436.jpg,good,0–50,2022,6,13,0
1179036530516213,2495,139.45228457450867,36.33832486166045,32.0,1179036530516213.jpg,good,0–50,2025,3,21,0
179220103983579,2836,16.471837162971497,48.1435323773222,36.0,179220103983579.jpg,good,0–50,2019,5,7,0
163782302274391,9296,-113.62025141716003,53.62859176344227,27.0,163782302274391.jpg,good,0–50,2018,8,2,0
477340896861032,5322,-83.19439888000488,42.2270555727915,33.0,477340896861032.jpg,good,0–50,2020,8,3,0
1275336360418575,14737,-71.23612940311432,-32.8960292982435,13.0,1275336360418575.jpg,good,0–50,2025,1,22,0
1500075444127126,2380,136.22212707996368,36.06572603399883,25.0,1500075444127126.jpg,good,0–50,2023,9,18,0
206071338018168,7422,-76.87871932983398,39.0589167098297,33.0,206071338018168.jpg,good,0–50,2018,9,4,0
1820450658115732,2520,140.12379705905914,35.54990456724947,44.0,1820450658115732.jpg,good,0–50,2021,2,23,0
4104722486283026,5289,4.646047353744507,52.48911760917929,36.0,4104722486283026.jpg,good,0–50,2019,8,13,0
806975490328776,12699,10.964253544807434,59.92906817377548,23.0,806975490328776.jpg,good,0–50,2022,8,28,0
555070119913194,5266,-158.08130979537964,21.323868866988363,37.0,555070119913194.jpg,good,0–50,2022,12,6,0
2406954812821459,14665,10.569952726364136,59.89780593878706,17.0,2406954812821459.jpg,good,0–50,2023,8,25,0
1013383396990378,13399,-7.29441225528717,53.03590063634522,18.0,1013383396990378.jpg,good,0–50,2024,8,17,0
591714885554237,2426,139.46147918701172,35.67252404978896,42.0,591714885554237.jpg,good,0–50,2019,3,24,0
137654272271505,2752,13.84424328804016,50.65225293320307,41.0,137654272271505.jpg,good,0–50,2022,6,15,0
798806797427900,12696,10.847829580307009,59.92847681767145,22.0,798806797427900.jpg,good,0–50,2020,2,21,0
412584891061189,2446,140.39611637592316,37.404332283167065,40.0,412584891061189.jpg,good,0–50,2022,10,15,0
255603154189464,14871,151.18618190288544,-32.560558842272144,21.0,255603154189464.jpg,good,0–50,2023,12,5,0
839290973462241,3402,19.9134761095047,50.052785259339856,20.0,839290973462241.jpg,good,0–50,2017,7,23,0
552560256971482,5375,113.54189336299896,22.15661489944428,19.0,552560256971482.jpg,good,0–50,2023,8,13,0
329163361890383,5363,-122.27009654045104,37.79898856975527,27.0,329163361890383.jpg,good,0–50,2019,8,24,0
305637531923717,1606,121.2192177772522,24.86070569528421,40.0,305637531923717.jpg,good,0–50,2023,8,6,0
1087270742298955,13773,147.199866771698,-33.92710156778363,11.0,1087270742298955.jpg,good,0–50,2024,1,13,0
701517844812065,1872,141.35017812252045,43.14734844018562,18.0,701517844812065.jpg,good,0–50,2023,10,9,0
489604355791503,8056,-3.299041986465454,51.72936400226328,47.0,489604355791503.jpg,good,0–50,2019,5,1,0
839115628165265,10682,-3.93633484840393,51.64380606386064,28.0,839115628165265.jpg,good,0–50,2024,7,17,0
3016346228604378,8158,29.562138319015503,41.16686316524036,50.0,3016346228604378.jpg,good,0–50,2019,10,27,0
468523734218142,7450,-83.54407846927643,41.6503125725211,26.0,468523734218142.jpg,good,0–50,2020,1,30,0
952337636594232,2237,135.5160677433014,34.74364461034395,46.0,952337636594232.jpg,good,0–50,2024,5,22,0
2744300095960218,9189,-97.31611132621764,37.69678882863721,48.0,2744300095960218.jpg,good,0–50,2025,4,18,0
179010510781782,10147,121.47742867469788,-30.7501713329226,21.0,179010510781782.jpg,good,0–50,2019,6,18,0
918367992070963,3732,136.9081449508667,35.16928295470703,1.0,918367992070963.jpg,good,0–50,2020,9,19,0
1129720140863413,7463,-84.19851064682007,39.768015834482725,26.0,1129720140863413.jpg,good,0–50,2017,8,14,0
369254247828734,6715,-2.6805728673934937,42.84592637490485,20.0,369254247828734.jpg,good,0–50,2018,3,3,0
809167853941526,3567,-71.11951231956482,42.206277111529005,19.0,809167853941526.jpg,good,0–50,2024,4,9,0
765508764424143,4582,4.463367462158203,51.91931162302521,42.0,765508764424143.jpg,good,0–50,2022,3,19,0
784770483649633,12470,44.871774315834045,41.68955059839047,30.0,784770483649633.jpg,good,0–50,2023,7,13,0
467044634375189,3103,2.3875415325164795,48.76867837835215,22.0,467044634375189.jpg,good,0–50,2016,8,29,0
1581486112708313,2309,139.7047770023346,35.75062650675383,48.0,1581486112708313.jpg,good,0–50,2024,5,22,0
147618248234275,5433,-72.556232213974,46.340284017110406,13.0,147618248234275.jpg,good,0–50,2023,3,22,0
960291704795582,8363,36.335665583610535,41.29097190719423,37.0,960291704795582.jpg,good,0–50,2019,8,14,0
486799579099185,10510,14.036563038825989,50.662547170764526,38.0,486799579099185.jpg,good,0–50,2021,5,11,0
3733475676763228,2872,13.684077858924866,47.995288733517896,21.0,3733475676763228.jpg,good,0–50,2016,7,30,0
502464928008443,13399,-7.293527126312256,53.03553613044403,22.0,502464928008443.jpg,good,0–50,2022,9,25,0
436441519382406,13985,16.182539463043213,58.59669647818788,28.0,436441519382406.jpg,good,0–50,2024,8,3,0
1079863079211005,6698,-5.69217324256897,43.3010713044356,24.0,1079863079211005.jpg,good,0–50,2021,8,13,0
495098368468365,1836,100.53330302238464,13.66257396910629,47.0,495098368468365.jpg,good,0–50,2017,6,27,0
1054892969895414,2530,135.10932683944702,34.69408828275088,50.0,1054892969895414.jpg,good,0–50,2025,4,8,0
893059255123845,4502,127.1235054731369,37.430062009729824,44.0,893059255123845.jpg,good,0–50,2023,5,1,0
